NUTS2,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ITI4,250.9,227.5,199.0,202.7,163.3,174.6,172.1,145.6,176.3,199.9,221.7,210.0,262.8,302.7,329.0,309.6,292.5,283.7,290.1,256.0,230.5,251.4
CY00,15.4,12.8,10.8,14.1,15.2,19.5,17.0,15.4,14.5,21.7,26.4,34.0,51.5,68.9,69.5,62.8,54.0,47.2,36.6,31.7,34.3,34.8
LV00,156.0,149.8,152.6,130.8,127.4,108.4,78.0,68.1,88.5,192.9,205.8,166.6,155.1,120.4,107.6,98.2,95.3,85.4,72.8,61.3,78.7,70.6
LT01,,,,,,,,,,,,,,41.4,36.2,32.5,24.5,21.7,21.4,20.3,32.1,23.0
LT02,,,,,,,,,,,,,,131.0,121.8,101.5,91.6,81.4,68.7,71.7,93.9,81.8
LU00,4.3,3.4,5.1,7.1,10.2,9.1,9.7,8.6,10.8,11.7,10.1,11.6,12.8,14.8,15.3,18.4,17.5,15.9,16.6,17.1,21.2,17.0
HU11,,,,,,,,,,,,,,69.2,49.6,42.9,38.0,24.8,26.6,21.4,29.4,26.2
HU12,,,,,,,,,,,,,,50.6,36.8,32.7,17.8,15.4,13.6,15.0,21.2,20.0
HU21,24.5,18.2,23.4,21.5,25.7,30.8,29.7,24.0,28.0,43.5,47.8,46.4,48.4,42.7,27.5,22.7,15.3,11.4,11.3,10.2,14.4,11.3
HU22,19.3,16.9,16.7,20.3,19.5,26.7,26.3,23.1,22.1,38.8,41.0,32.3,33.8,34.9,21.2,17.8,12.6,11.7,9.9,8.8,11.7,11.4
HU23,30.1,28.8,29.6,30.6,26.4,34.0,35.6,36.8,37.9,42.1,47.5,48.3,44.9,35.0,30.6,32.1,24.3,25.0,22.1,18.8,20.1,18.9
HU31,46.1,37.6,38.7,47.6,44.9,49.6,51.9,60.3,63.0,71.5,76.2,77.1,75.6,58.7,50.5,42.9,31.5,29.4,24.0,22.4,24.9,31.6
HU32,52.9,46.3,43.0,37.1,38.4,51.3,64.8,62.7,70.6,81.3,84.6,87.5,85.5,89.6,77.1,71.8,62.6,50.1,45.4,42.9,49.3,49.3
HU33,26.4,29.5,31.0,32.9,32.4,43.3,42.8,43.0,45.9,56.2,55.8,56.1,55.5,60.2,50.2,45.0,32.5,23.9,19.3,20.2,26.8,26.8
NL11,12.1,11.2,10.4,13.2,17.3,24.6,20.3,22.1,17.6,20.1,18.4,20.2,21.0,24.9,25.3,27.5,24.7,21.4,16.6,15.3,15.6,17.2
NL12,13.7,9.5,7.5,11.3,17.2,19.2,16.7,12.0,12.6,14.6,17.3,16.7,21.3,28.0,26.2,26.3,22.0,18.3,15.8,12.6,13.1,15.9
NL13,8.0,6.7,6.6,7.9,13.5,15.3,14.9,11.7,10.8,11.8,12.0,12.7,15.9,17.5,17.8,18.5,15.8,12.4,10.2,6.9,9.2,8.9
NL21,14.1,13.3,15.8,18.2,26.4,35.2,29.3,23.7,21.0,23.5,29.2,28.8,33.2,43.0,43.4,41.3,36.8,30.4,22.7,18.6,21.8,24.1
NL22,24.7,21.1,23.5,32.8,45.7,54.7,40.6,35.2,36.4,39.4,47.8,48.7,56.1,70.7,73.3,66.2,59.5,48.9,36.2,33.9,38.7,44.7
NL23,6.6,3.0,7.6,6.6,12.2,15.4,12.8,9.6,8.8,9.5,11.8,11.3,15.7,21.7,23.6,16.9,17.7,12.6,10.3,8.1,9.0,11.1
NL31,12.4,6.9,14.1,24.7,23.1,30.4,27.8,23.9,18.5,26.0,27.9,28.3,35.4,44.0,43.5,44.5,34.7,29.3,24.1,21.3,25.4,31.3
NL32,35.6,26.4,33.3,57.1,67.3,81.2,67.8,54.2,49.6,59.4,67.1,71.7,79.9,107.5,103.3,93.4,83.6,69.7,59.1,49.6,62.8,73.5
NL33,46.3,36.0,45.9,61.2,80.2,107.3,95.5,81.5,69.9,87.3,105.4,103.1,129.6,150.0,158.2,146.4,133.5,106.0,83.6,80.1,86.9,104.9
NL34,6.2,4.5,4.2,3.4,6.1,8.0,7.3,5.1,5.1,4.8,5.7,5.9,6.8,9.6,10.3,10.5,7.6,5.6,5.3,5.0,5.1,7.6
NL41,25.0,22.6,31.4,43.2,56.8,61.2,53.4,44.7,41.5,52.4,60.9,59.9,69.9,88.0,93.2,86.7,70.7,56.3,47.1,44.6,49.1,46.6
NL42,15.5,13.3,14.0,23.1,28.8,36.3,32.6,30.9,26.1,32.2,31.7,27.1,30.9,42.1,41.4,35.6,32.0,26.8,19.3,18.1,20.0,22.1
AT11,6.4,6.3,6.3,7.6,6.9,7.8,7.2,5.7,5.8,7.0,5.7,5.3,6.5,6.0,6.8,7.4,8.1,7.5,5.9,5.2,6.0,7.4
AT12,29.6,23.3,34.6,30.0,33.4,35.8,34.4,31.6,30.0,37.5,31.7,36.9,37.6,40.9,42.5,44.0,44.0,41.4,32.0,34.3,35.8,43.7
AT13,60.4,48.5,59.0,65.6,81.1,78.1,78.5,75.3,59.3,72.6,69.6,67.6,76.3,81.1,89.5,95.3,105.8,97.5,96.0,89.4,102.3,119.8
AT21,11.5,11.3,11.1,10.9,15.4,13.6,12.2,11.2,9.6,12.4,11.5,11.4,13.5,14.8,16.3,16.5,14.8,13.1,11.3,10.3,12.6,15.2
AT22,24.8,24.9,30.3,23.0,25.8,25.8,25.0,24.4,22.8,30.1,27.1,22.0,24.0,28.5,30.3,29.0,31.9,28.2,25.4,20.5,27.9,27.1
AT31,25.9,20.7,25.1,27.4,32.8,29.8,24.8,24.5,19.8,31.0,28.8,24.8,24.7,32.2,30.7,31.4,34.6,30.5,25.0,22.7,30.3,29.4
AT32,8.4,5.1,8.4,5.8,11.0,9.3,9.2,9.5,7.5,9.7,8.7,8.1,8.1,9.0,9.8,9.9,9.9,9.0,8.2,7.0,8.9,13.5
AT33,9.5,9.0,7.8,10.3,9.5,13.3,11.1,10.7,9.4,12.0,11.7,9.8,10.3,11.9,12.3,11.5,13.8,13.0,9.4,8.4,12.0,19.0
AT34,4.6,5.0,4.4,7.4,7.4,10.1,9.2,7.5,7.8,10.7,8.7,7.8,7.8,6.9,6.6,7.0,7.1,7.7,6.9,6.8,7.7,8.5
PL21,177.8,198.9,226.8,259.4,242.3,224.4,186.4,118.5,86.7,111.6,125.7,132.7,150.7,160.2,132.3,97.6,77.4,62.1,42.9,44.9,41.6,49.8
PL22,307.7,383.0,392.3,361.7,375.7,390.3,278.8,155.3,128.1,134.2,181.3,192.8,198.1,204.9,174.6,136.4,107.3,76.7,66.6,46.2,52.6,58.8
PL41,235.5,300.2,288.2,258.7,271.9,263.9,187.2,118.4,84.2,104.9,129.1,128.8,128.0,131.6,111.1,80.5,78.6,51.8,36.2,43.8,30.2,38.9
PL42,148.4,157.3,196.4,196.1,168.4,161.7,111.8,70.4,59.5,69.1,79.8,73.3,68.7,64.3,52.6,44.8,50.2,33.6,27.9,23.1,25.2,26.3
PL43,97.1,112.9,122.6,110.5,125.0,94.1,67.4,47.3,28.9,43.3,50.4,43.8,40.1,43.3,36.6,28.4,20.9,16.3,13.1,9.0,,
PL51,284.6,289.8,311.7,310.3,341.9,296.9,226.7,165.4,115.4,128.1,145.0,130.3,136.2,134.4,110.0,85.3,71.5,60.4,41.7,45.7,44.0,56.8
PL52,71.3,93.5,92.3,77.8,74.9,71.6,53.6,37.6,26.6,42.5,38.7,37.0,37.7,35.8,31.1,27.2,20.7,18.0,13.1,13.8,12.3,12.4
PL61,174.7,220.0,227.6,213.9,220.0,183.4,139.6,94.4,73.3,96.0,92.2,94.2,106.4,108.1,93.2,72.5,68.1,49.9,38.8,35.7,27.9,42.1
PL62,152.8,142.4,160.1,147.1,135.3,123.7,96.5,63.2,44.5,52.1,58.9,55.5,62.6,68.2,57.1,58.2,52.7,43.4,33.1,19.3,18.0,20.9
PL63,139.1,151.2,195.8,188.8,166.8,161.9,109.5,79.8,46.4,54.2,83.0,73.7,90.6,99.9,84.9,70.4,59.8,44.5,30.8,31.2,35.2,26.4
PL71,231.7,278.9,273.3,250.5,245.8,234.5,174.8,127.0,95.2,104.7,124.2,125.8,148.2,156.2,124.2,102.9,64.8,53.8,51.0,41.1,35.4,50.9
PL72,107.1,118.1,112.8,109.6,123.3,118.8,99.5,79.4,56.9,70.8,83.2,89.3,88.4,82.8,74.4,65.7,50.0,38.9,31.0,21.3,22.7,23.7
PL81,156.7,163.9,182.6,162.7,169.2,155.5,132.7,101.8,95.4,104.9,107.6,110.8,110.8,110.0,108.2,105.5,75.2,67.1,59.1,48.7,51.1,48.2
PL82,137.2,163.6,174.1,168.6,128.0,149.4,122.9,87.4,77.8,99.4,109.9,116.9,123.3,134.2,126.5,104.6,88.0,77.9,58.2,44.6,38.1,41.1
PL84,84.3,92.7,88.0,94.4,73.3,72.2,53.5,44.6,34.1,37.6,54.0,48.4,46.7,49.9,47.0,36.2,34.5,23.7,16.2,15.7,14.6,16.6
PL91,,,,,,,,,,,,,,86.0,89.2,78.7,51.8,50.0,35.1,35.4,43.9,37.0
PL92,,,,,,,,,,,,,,122.8,113.8,109.5,91.8,75.8,64.3,46.6,49.5,40.1
PT11,71.6,69.2,78.5,124.9,139.8,171.1,173.0,182.6,167.7,211.4,244.2,250.5,304.4,319.3,270.7,247.2,217.9,178.6,132.8,121.3,123.9,119.8
PT15,,,9.1,14.5,10.4,13.0,11.9,14.7,15.7,23.7,30.7,36.4,41.5,38.7,33.7,28.6,21.3,18.1,15.0,16.7,19.3,20.1
PT16,24.2,36.1,37.2,44.3,52.5,67.0,72.2,73.5,70.7,88.5,98.5,123.0,141.7,137.5,123.8,105.9,93.8,78.8,63.2,52.9,58.6,58.3
PT17,72.5,67.8,87.5,114.4,99.7,118.6,118.0,125.2,117.4,137.4,157.8,201.3,248.0,258.7,208.8,184.4,171.2,137.1,108.6,105.7,115.7,106.3
PT18,19.1,19.2,26.1,27.7,32.9,34.1,34.4,31.0,32.2,38.3,41.8,46.0,57.2,59.9,50.0,45.9,40.8,28.6,25.1,23.6,20.5,22.1
PT20,,,,,,,,4.8,6.3,8.0,8.0,13.5,17.9,19.8,19.1,14.7,12.8,10.4,9.9,9.2,6.9,8.0
PT30,,,,,,5.7,6.9,8.9,7.9,10.1,10.1,18.5,23.1,23.7,19.2,18.5,16.3,13.2,11.2,9.1,9.6,9.6
RO11,100.8,101.1,100.4,69.2,75.1,69.9,72.2,51.1,44.7,65.2,78.5,60.4,55.3,49.5,46.0,56.0,51.2,44.5,34.9,36.6,46.1,35.3
RO12,94.8,77.8,100.2,77.6,93.6,90.2,101.0,93.8,95.5,119.2,102.7,104.4,91.9,92.7,89.5,71.9,50.1,41.5,39.4,51.6,69.7,48.6
RO21,145.2,118.1,130.4,105.6,107.4,101.9,103.8,89.2,79.3,106.5,87.5,74.2,66.4,71.0,67.6,60.7,48.5,46.5,39.1,33.8,48.5,90.7
RO22,134.7,122.7,140.4,98.3,112.9,98.5,116.6,107.4,90.0,92.5,92.0,105.6,103.5,102.1,109.7,97.4,79.3,66.5,62.3,65.8,75.6,55.9
RO31,125.1,122.3,171.2,120.3,150.4,142.5,148.5,131.6,108.1,126.3,115.7,139.0,134.5,137.4,130.6,145.7,122.5,94.3,74.8,63.3,77.2,92.0
RO32,69.0,95.8,87.0,94.9,84.5,71.6,50.9,43.1,35.9,43.1,52.0,63.2,73.3,90.8,82.7,60.3,55.0,50.9,43.3,29.5,56.9,42.0
RO41,69.5,71.0,75.7,70.3,80.1,73.7,79.5,75.1,72.4,75.6,74.6,66.7,61.3,68.0,64.0,90.7,86.5,71.7,58.4,47.2,43.6,69.8
RO42,76.9,49.6,56.8,63.5,72.5,56.2,55.8,49.5,49.7,52.3,48.7,45.9,40.9,41.5,38.6,41.4,36.7,33.5,27.5,25.6,34.1,24.9
SI03,,,,,,,,,,,43.4,50.1,54.0,60.5,59.7,54.9,46.3,36.6,29.5,26.0,29.6,26.4
SI04,,,,,,,,,,,31.9,33.2,35.6,41.3,38.4,35.4,33.3,30.8,23.3,19.7,21.5,22.0
SK01,25.0,25.8,28.4,22.9,29.9,17.5,15.2,14.6,11.7,16.1,21.1,19.4,19.2,21.4,20.2,19.3,17.9,14.6,10.3,8.4,11.9,9.3
SK02,155.8,170.2,158.1,141.9,130.7,115.8,91.9,73.1,61.3,94.0,121.4,99.2,105.8,109.4,103.4,91.7,73.5,51.9,39.8,37.5,43.3,43.9
SK03,134.4,136.9,140.6,132.5,148.2,129.1,108.5,101.0,87.0,95.0,108.9,106.1,109.1,113.8,107.8,87.6,73.9,64.2,50.9,41.5,44.8,50.3
SK04,175.2,175.8,159.1,150.5,182.2,167.6,139.7,107.0,95.7,118.3,137.8,140.2,143.8,141.5,127.5,115.7,101.4,93.3,78.6,70.4,81.4,84.2
FI19,76.1,71.2,71.8,69.0,72.7,56.4,50.9,43.3,43.2,59.9,59.3,55.0,54.2,55.7,57.1,64.9,61.5,61.4,49.1,43.1,52.1,52.0
FI1B,,,,,,48.7,43.6,41.6,40.1,52.1,53.2,49.3,53.4,57.2,63.0,69.8,64.3,68.1,62.5,58.8,66.2,72.5
FI1C,,,,,,45.3,43.5,38.1,35.5,45.5,50.7,47.6,42.0,46.3,51.3,54.5,49.4,46.3,41.1,34.8,42.0,41.2
FI1D,,,,,,68.8,66.0,59.8,53.0,62.6,60.6,56.4,56.9,59.4,60.0,62.1,60.9,57.6,48.6,46.9,51.8,45.7
FI20,,,,,,,,,,,,,,,,,,,,,,
SE11,31.1,32.3,37.6,52.3,58.8,69.4,64.6,60.0,57.4,76.3,82.6,76.7,81.2,83.6,88.3,88.9,82.9,82.9,74.8,83.3,105.5,115.0
SE12,40.2,38.0,40.5,43.4,51.6,62.5,56.9,52.9,54.7,74.9,78.1,67.8,70.1,72.5,70.1,67.1,65.8,66.0,63.7,65.1,83.4,88.1
SE21,17.1,15.7,15.4,17.1,21.3,24.8,25.1,22.0,21.7,34.7,33.3,30.0,31.8,30.1,28.9,26.0,27.3,24.7,25.9,28.7,34.6,33.7
SE22,43.2,38.0,39.4,44.1,54.5,56.4,55.8,49.3,53.1,61.6,63.9,67.2,68.9,73.7,75.2,72.5,64.0,65.7,67.9,70.6,83.9,91.7
SE23,44.7,37.1,44.3,44.2,57.7,64.1,65.6,57.1,60.3,84.4,86.8,74.9,79.2,82.8,80.2,69.1,68.8,64.5,61.8,68.1,85.4,94.8
SE31,26.6,26.9,24.2,28.2,33.2,35.9,32.5,26.5,27.7,38.8,38.0,37.3,36.7,37.3,35.9,32.7,31.5,29.8,27.6,31.8,33.7,41.2
SE32,13.7,12.1,10.9,10.9,13.2,15.4,13.8,12.2,13.3,16.4,19.3,16.6,15.6,13.3,14.0,13.2,12.9,12.1,10.6,12.8,14.4,12.1
SE33,21.9,15.3,14.8,15.8,19.0,22.4,22.5,18.1,17.3,22.9,24.3,21.1,20.1,18.7,19.6,18.9,15.9,16.0,14.3,15.9,16.9,16.3
