NUTS2,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
DE12,29227.671333507955,30360.41237881483,30724.093943234857,30691.446404106184,31125.253898000035,31675.515895434048,33381.78671,34840.83079151215,35691.64311419741,33551.86769842973,35533.36376570287,38260.706986215584,38593.68285667656,39085.52270867012,40420.977116216294,41669.31861861354,42031.89237274604,43655.56752493601,44835.03190340595,46035.54061150129,44286.601153955344,47357.88311800716
DE13,25196.516926041844,25791.665984445353,25785.30459452229,25765.146066701345,26153.79566764105,26416.48821730807,27862.887525465292,29093.037592023993,29847.869933209193,28033.047605731434,29877.464574516238,32519.219703153416,32926.05534597979,33797.89024852706,35277.47528167395,36053.028305063555,36536.58855,37649.97093404842,38791.93621783016,40045.454364798105,38892.29362,41241.72348308507
DE14,26499.596472635836,27388.032798853204,27455.796036810443,27554.38455093656,28262.377259917586,28680.97299619703,30100.65113846747,31915.711252066103,32886.47995324786,30349.019668597302,32992.36204546259,36134.43675112415,36731.26964136086,37688.42341605412,38929.41081352404,40149.92748408771,41467.29524949097,42842.12568960414,44130.21318543233,45614.42744666491,44505.146553102364,47286.234941823604
DE21,38265.14146145308,39598.98136,39792.72193,39174.98969339684,40291.20477215455,40829.04824799495,42353.79212141017,44293.96800083756,43649.52986544865,42823.53475795575,44894.06218616738,48627.27303494295,49584.73368940423,50974.15578095089,52391.76594675458,54229.20327727187,55736.47880645307,58013.90492,58929.292699010264,61212.06838089072,59219.44908206879,63400.60927394784
DE22,23330.020424382783,24668.612470944714,25048.204631592445,24780.09628,25748.76598195688,26037.32053256288,26967.148262670198,28500.45232949691,28776.28883763853,28186.84296633135,30820.934178948093,33412.038636218254,33289.34802703919,34123.652528371385,36001.52377364393,36644.21263938782,37565.668057344206,39303.23758382217,39378.108138210475,40621.04369057462,40363.632271821596,42904.440272865126
DE23,24819.163056691657,25006.648338563977,25781.492231549295,25703.319500169433,26293.922149040307,26920.45870406837,27946.836425914353,29883.78944040061,30677.37263086601,29720.496779789257,31996.73206542897,34369.045307926644,35122.06519782369,35985.57043670178,38059.03759864414,38944.07907192816,39891.48057516943,42036.21157743509,42683.24992507291,43921.81698037176,43324.79395,45952.761342375525
DE24,22734.457952439294,23700.432337361475,23658.074965792413,23343.29149646566,24123.57142728405,24223.838068358968,25743.987143518643,26678.51351,26935.192796036168,27128.44890976207,28625.455221107393,30516.50111421711,31342.912828415945,32036.67478660371,33199.48123991234,34789.00142525013,35982.93494739266,37645.346265133274,38377.010610775746,39384.65472954111,38685.885010949234,40752.77402467788
DE25,28140.16308616144,28127.580568195677,28977.909644871503,28828.09652620008,30160.481420824264,29840.348466797583,30955.967937393234,32323.087055987835,33254.649753839134,32731.96469293187,34099.50033476693,36868.659028281705,38026.73396453713,38763.27851093455,40145.814395891706,41284.69357711514,42525.19431340679,44247.20537993291,45565.61188832053,46893.415672494535,45622.35482931484,47871.1542
DE26,24971.61124993721,26145.35576961222,26504.185211259202,26580.89712117831,27063.00102622068,27905.994887809204,28903.04819822271,30267.633173776943,30461.45132446337,29358.793277875582,31297.00133968049,34109.92947016613,34666.493723230975,35304.967839923185,36516.45002434529,37375.63026956944,38713.28618856275,40201.75541109173,40956.67269439421,41946.42266028104,40926.71706,43110.67037973992
DE27,24967.95327158485,25879.299459863912,26614.62556721309,26208.38012569907,26718.763500162142,27242.367170800473,28590.271555056435,29406.28420989006,30179.48598943483,29305.66369789133,30952.742480332014,33089.48041,34127.48672410534,34747.654313825784,36022.52460514112,37023.77076228634,38037.78398933923,39179.24252593258,40180.18349838366,41273.28560818836,40373.73607617395,41872.94218143066
DE30,25256.052632278283,25536.178115286373,25408.76109730926,25156.26727193674,25210.296543255274,25735.66013386748,26673.790472341894,27784.363095935798,28969.7022,28904.730197352605,29933.612670379865,32977.382497149476,33004.18640758484,33444.12308286685,34636.07620369107,35999.811519175615,37843.50479,39532.54000889553,41475.026255744095,43098.35640988075,42645.947353461284,45314.443867068694
DE40,17173.58134127734,17588.127728229698,17837.858266744825,18044.748660053385,18575.99142,18874.161507712728,19835.998129309708,20731.30955203213,21540.333244338824,21160.463081562564,22205.480733817105,23349.15461,24011.531970748172,24713.789813558706,26025.543924059883,26587.344662374606,27146.001369914837,28318.21563603362,29057.590933052186,30279.929631432886,30013.129026489227,31943.793753711372
DE50,33616.266881829084,34947.071074254985,35862.60007185618,36660.90216251975,36864.049076424046,37466.66606354218,39304.60746352117,40641.51125261492,41208.56847267759,37616.647478492625,39833.523747347805,41821.16668994746,43724.77314614632,44021.70825353481,45327.62085273452,46071.238638561204,46701.70322968805,47717.87380681927,48347.47853257997,48587.39417791873,47218.167298393135,51915.26619910899
DE60,45659.495464104395,47894.84852441891,48145.262612787694,48287.77780734218,49268.45485481375,50226.80608474606,50655.690695314996,52144.18458289961,53380.03613,51424.16342192879,52779.46302158014,55498.370170604445,56460.22231573164,58321.17453317588,59227.379287676755,61360.81929168007,61844.52570426002,64397.99650692263,65025.745882188414,67800.04008301202,64910.28570531486,71042.231
DE71,37518.69007,38838.16010802686,38690.79162988023,39664.94574731062,40206.128363178796,40333.40441,41578.91323842203,43062.954656172195,43496.45471494871,41736.331457128006,42966.104666537125,45623.51122690569,45418.63120285279,46146.43846134166,47747.566435289766,48399.287958180226,49625.188247204685,50908.3213,51673.39274267543,53079.684919489315,51508.33055345562,54587.49998137395
DE72,22848.746077820186,23485.658246343806,23672.457437738725,23915.887754020277,24702.144693359813,25043.289595838487,25848.634204667193,27242.9656,28166.443391416546,26189.65883875299,27215.363091310763,28937.71071469948,29047.01494356549,29558.418688194888,30983.42374040952,31461.575090863153,32346.06395017359,33660.96452522558,34657.92445451216,35706.11747585609,35137.243645615396,37320.39399660545
DE73,23434.417374709345,24169.36200574269,24652.291645931185,25536.282793759296,25659.01856195964,25680.335189493624,26780.223911271944,27980.36790103623,28319.416914703357,27571.487848588273,28834.94551092843,30492.33889325773,30901.169233834316,31830.00325339089,32964.29559691814,34038.81603596853,35316.11288345176,35965.427992359284,36469.179640890434,37814.00252331691,36281.237878985434,38610.07919224566
DE80,16348.846099248765,16717.91397547901,16979.357080068665,17235.570529810433,17571.82954187271,17711.183593434256,18420.000164004905,19515.785645377076,20168.424737539604,20177.70237,20985.37078129088,22392.956602998907,22665.176840610395,23512.082218196658,24682.99191,25057.518488085458,25483.656895907992,27431.367241291533,27522.175581071293,29578.275117647972,29151.639971196502,30933.191124266967
DE91,27287.44143926154,28033.70843753727,27230.691886080687,27613.54247229441,28308.968810804796,29437.651529490908,30654.50623623469,32831.56167467425,33666.31605113028,31523.38959959942,34847.34524221881,38560.42865924338,39009.52303600073,39572.42397240568,41688.09399,39973.825038581956,46367.80080141963,46462.84271397316,48885.39067288157,51230.60944778113,47562.86329987103,49088.68919895107
DE92,25244.548971807806,25431.41452999967,25704.874153382036,25715.183894281778,26012.997673911028,27197.748942364764,28680.828626210132,29219.545118094964,30219.881762262496,29190.915050896132,30553.770467317638,32941.98749250816,33521.67327,33468.348122205454,34751.56485296647,35236.71595650378,36666.57912385276,37477.340867374216,38580.12144842639,39863.50389919086,39042.89003359963,41111.14939488868
DE93,18192.31350559087,18280.749336160294,18268.55518290546,18303.06490043683,18687.267212031787,18769.016031394545,19557.340888299208,20526.548823268964,20927.065036693213,20406.77384694364,21252.835585072276,22813.15737314813,23701.15174188889,24372.63844273366,25516.30673949631,26060.886384159407,26248.34923460369,27129.649137736254,28044.002100249403,29394.29451158854,29460.088508361452,30708.829276958608
DE94,22186.27287832914,22619.49402014821,22257.438958975683,22303.546668969415,23165.555816518467,23298.402277306934,24590.58703860577,25805.087584624238,26659.42856636025,25758.99467707064,27450.44933342111,29457.77475186438,30213.01811072364,30637.919421178813,31818.140940873018,32603.897747817122,33532.48328643493,34848.99377732024,35328.20151506662,36888.40244039103,36796.419721759295,38262.65423771742
DEA1,27981.167327828756,29041.407284714645,29237.34731685634,29489.23280907096,30370.26522878738,30664.00845384227,31439.071466071564,33591.705322985115,35081.927113093596,33580.098176820764,34099.36787129853,35974.94386694878,35982.673583734664,36543.97182005884,37843.51671570296,38627.41543647679,38978.53593120334,40479.998227630094,41868.014280163574,42494.71533955709,41793.61826703514,44376.916553367344
DEA2,29254.08010694999,29703.58150837034,30711.08432040906,29936.27492514578,30509.253470051273,30360.41089904045,31656.555418576896,33284.07685962156,33233.224673211174,32693.262682583907,33456.990164826086,35449.562225318245,35877.23978987054,36893.289297835545,38259.33674358386,39941.73175560856,40271.12831555743,41784.56355520636,43274.77848013169,43637.435487537885,42506.957705855995,45185.721020750614
DEA3,21692.113436975687,22209.04865097858,22250.33203065368,22461.372230814846,23382.179152964207,23748.07819731765,24818.447028032624,26213.22210056456,27109.106202242154,25854.619218420452,27127.95403205068,28646.21287219305,28975.228022786534,29049.455953412973,29837.612289580862,30730.176419712137,31435.75792327298,32731.833841342366,33572.31722070402,34790.059074888544,34872.84469209887,36552.55286375418
DEA4,25084.617937928946,25283.479140673073,25265.043785417525,25248.143082893166,25666.69224824947,26276.23899390491,27173.128452698336,29021.10619,29408.628990509897,28345.802623378677,29289.256327781943,31235.851067548123,31990.793862838324,32967.94977819361,34564.31363095685,35168.06855178829,35890.186375483725,36966.07690079617,38189.03659223411,39510.00092443476,39512.37617501182,41158.90151681111
DEA5,22327.406798386473,22530.34758627648,22749.929206718225,22982.054232227554,23661.184406853783,24201.404233246652,25076.458853106567,26441.174914394407,27326.482284344223,26140.456052682508,27438.819901458963,29450.88660576793,29809.770427945798,30325.639385416867,31630.627502954343,32338.36513413451,32685.20781019749,33927.66610164813,35151.74727019553,35984.409756658555,35215.74230680719,37491.61661840359
DEB1,21912.807826217144,21907.47196065179,22363.25953715333,22467.86649218944,23091.459691253265,23239.12099911817,24212.510861035273,25105.82658878594,25534.29594029918,24772.13417923955,26011.97012700651,27223.01098132099,27880.190465123505,28611.367957855007,29989.12083604069,30880.27229857528,31345.339808695513,32711.174939870136,33560.79983657668,34638.30441511212,34388.03836278044,36349.97967791156
DEB2,20056.632026711082,20309.015659867826,20901.655,21426.74157390861,22015.57162460706,22026.734856313284,22663.203230462655,23504.58203362032,24097.276596404456,23407.869254563167,24568.036995371687,25733.84835523398,26183.671894592666,27126.48734586302,27852.123528323984,28739.305143303893,29158.64955933285,29852.93005,30589.958024686697,31434.29370987577,31153.67661,32150.876247572218
DEB3,25028.831925103896,25043.449568249867,25308.790328634903,25306.78719747036,26136.67868446729,26116.80134591781,27171.052566569135,28571.718084407014,28948.560456475374,28285.822409131633,30413.436113476448,31928.35180809371,32965.11619148811,33430.82206606834,34412.02047927583,35929.88779722109,36478.60496707321,36927.62053220859,37475.90841076202,38167.91159366205,37020.26164483384,43940.11893619527
DEC0,23652.14778147664,24234.394401438003,24240.522471330652,24513.928795441825,25668.537822600098,27017.71175586913,28342.748166464025,29849.429669458485,30380.04125032076,27677.740205993454,29384.882430311416,31730.278806123293,32086.435403941454,31897.95300552054,33565.928952537455,34416.03178856158,34415.54163,35465.76484647083,36071.916047986946,36204.53726,35078.30177112476,36932.27885214397
DED2,17250.686060150645,18114.00112813434,19097.16378,19815.291437778724,20604.254922677133,20592.914930717954,21393.849677770948,22475.93708097331,22663.537610614094,22208.299681767596,23121.528471589703,24563.725096703307,25009.65628160909,25912.556871025314,27118.566722420324,28566.505416681055,29125.84214420928,30267.080376588518,31344.036212296844,32641.24805484173,32346.64899540639,34075.16126922148
DED4,17198.070608585465,17656.432438170046,18192.67596831478,18532.046947835242,19086.59706073585,19134.63877519811,20308.43383,21290.414729111908,21574.80738336448,20701.062953789235,21900.613229340877,22953.999790068654,23377.48299967414,23781.09187209923,25108.47174247798,25879.39516490005,26651.112299844706,27750.91050129836,28441.457957456056,29458.900271155526,28907.57722346079,30491.550720434596
DED5,21608.335153941684,22035.08459833264,22442.59593,22551.394953426236,22760.02020355529,22533.101931176283,23856.04045635893,24637.16284,25008.09557056639,24448.171381153286,25235.07870922535,26575.110147200947,27450.830561362676,28306.20819598763,29701.54201098019,30242.95214,30984.303752637767,32174.087382382597,32750.25005251585,34432.915777255286,34065.89928743357,36107.78460168438
DEE0,16034.072087942292,16482.607656645796,17248.02044155178,17558.84376,18085.13556,18280.157005368346,19313.49596471821,20413.58234768225,20970.854791268044,20284.847380547737,21695.69551896492,22626.876806944936,23770.90712317985,24364.605891936462,25090.65627955735,25674.215002317105,26271.047932058766,27236.876702625643,27936.004131203495,29318.038455460053,29231.791585679126,31306.97524263029
DEF0,22950.69448,23533.625281878984,23098.622839840544,23245.740202314428,23694.459173744697,23780.529277846123,24486.24931608394,25069.019925525376,25832.884855110697,25147.75990911208,25753.596275741722,27116.605848148694,28108.776968353468,28507.402911280868,29428.051939750458,29955.18329386364,30612.201850202575,32138.195082038885,32886.801639271085,34401.35229183985,34304.35161426186,36119.146304805254
DEG0,16138.602137453952,16683.433041782948,17038.857719644337,17513.896088694168,18047.57123106478,18177.422641893958,19112.322371309554,20140.727087065257,20535.78971692966,19890.014961880937,21258.26598906076,23060.358649942787,23543.614488978976,24603.489582853403,26006.798282149535,26649.018272324352,27183.73770105136,28348.828243737164,28934.462312982723,29788.843032086024,29620.606381053898,31315.975525377584
EE00,4404.381801962533,5016.851916,5654.155011528648,6358.706796878977,7156.420860018298,8347.698421459323,10045.850299844526,12213.184701992674,12415.991751591406,10579.79846377289,11056.184325990595,12542.499586360422,13519.808454011683,14324.460260541413,15236.312897138589,15690.798329872916,16526.470731277317,18115.670379702577,19658.502971269765,21097.975574040247,20639.936311867183,23434.117654134978
IE04,15486.549526579178,16952.03784688043,18388.679381005222,19920.754841476693,21305.37047884024,23189.71346845925,24250.79750190951,25952.238289514025,27155.935310530385,22181.036120247532,20392.473584461593,20475.10753803893,20213.224177424825,21571.92928619719,24230.546879872574,23975.738459877914,25966.856688004347,26251.535269514654,27070.63321,30673.253049612224,33477.36890940774,36620.29061577526
IE05,24899.220699105437,28309.288584431557,31658.162675832587,31897.389732543143,33257.63119030096,36239.49497521891,38920.576314916616,39991.18554429264,33900.99146,33380.63895505764,34074.45443558552,33404.267230818274,30769.130830193582,31333.644337948925,37063.759172813865,70751.16481177331,68301.40069463485,70826.22294413649,72700.27164925658,77736.81114183033,80620.7295,97245.86793378193
IE06,35666.685435012725,39057.48602169903,42485.12916613799,45698.36479969675,48589.64886328043,51687.47521161319,55447.971107205376,58731.457076911625,56513.564210535566,49009.93554904303,47096.812289227084,48550.81687663122,50131.75374235105,50703.75921012789,52358.03072391981,58259.69179356327,60704.94701022418,69373.23224203388,78444.58332,83245.08568133136,85805.57812845138,95401.52150801587
EL30,16768.758166997155,17697.666186931438,19366.16182950338,21061.241423328545,23077.20416522034,23790.51470694266,26270.975698745115,28124.304160948042,29247.036943394025,29004.159814694845,27165.28211875926,24705.92890602147,22742.351131603904,22018.692773475286,21906.07446678277,21872.93069581984,21952.233559377077,22401.97383955041,22810.83511493422,23499.542385766796,21287.653778476615,23251.309899519285
EL41,9751.249339779792,10321.18064378424,10615.473354231975,12489.780564263323,13245.481020285199,14043.890609859573,15265.052438161125,16672.654156848697,17684.761545237197,17018.44955567696,15859.655608230634,14424.416549237916,13425.47771335703,12874.201666349172,12881.846702353196,12621.158855813248,12372.135832477346,11946.440844378989,11683.40935032704,11435.652968366969,9801.931020059603,10620.322489144903
EL42,15883.33540336129,16294.744418595685,16330.133785828706,18227.81778359044,19757.883147801374,20702.24177900422,22105.92771440538,23462.382928564668,24832.804794780364,22901.737413920408,21678.27038466626,19654.832731007267,18161.24021745624,18170.816250911394,18436.717821279442,18179.26627148254,17487.95517,17495.382451246074,17994.690057793294,18474.538335653888,14209.72513179401,16579.08051792737
EL43,12132.543663209977,13025.728342924964,13698.418564908688,14837.450665353887,16228.065174891772,16431.597528684906,17683.526217086004,18391.93875741394,19257.33596,18613.801658372646,17433.547366208055,15288.705624226654,13873.987673328917,13661.617083409381,13982.60232782629,13975.610953377049,13620.444056143284,13947.75192,14227.55269879054,14570.251838785378,12338.587031660445,13943.787827867694
EL51,10211.54869154869,10748.969249490401,11341.314256924217,12170.634283928828,12801.356406599025,13173.201530996655,13568.114473513167,14770.774423059382,15609.79235593671,15289.868049862069,15013.849916080982,13099.499160361887,12207.902965981237,11445.135403588252,11202.372849030111,11189.137496084024,11261.381231555126,11292.221785371243,11457.61217615503,11574.993788799162,10689.878101544738,11962.699926879082
